MPID|MP Type|Name|Location|Telephone|NASDAQ Member|FINRA Member|NASDAQ BX Member|PSX Participant
SPDV|P|Xtent Financial Group, Inc.|AKRON, OH|216-253-2020|N|N|N|N
SPEN|M|Spencer Clarke LLC|NASDAQ TRADING|212-446-6106|N|Y|N|N
SPEX|P|Incapital LLC|||N|Y|N|N
SPFI|P|NORTHBOUND SECURITIES LLC|||N|Y|N|N
SPGL|N|Spyglass Trading, L.P.|DALLAZ, TX|214-890-8895|N|N|N|N
SPGS|P|Sea Port Group Securities, LLC|TRADING DESK|212-616-7726|Y|Y|N|N
SPHN|M|Stephens Inc.|LITTLE ROCK AR|501-377-2076|Y|Y|N|N
SPHN|M|Stephens Inc.|LITTLE ROCK AR|800-643-9690|Y|Y|N|N
SPIF|P|Titan Trading Services, LLC|||N|N|N|N
SPKE|O|Titan Trading Services, LLC||312-928-8000|N|N|N|N
SPLC|P|SPIRE SECURITIES, LLC|||N|Y|N|N
SPLD|P|SPIRE SECURITIES, LLC|||N|Y|N|N
SPLN|O|Celadon Financial Group LLC|TRADING DESK|973-701-9272|Y|Y|N|N
SPLX|P|SIMPLEX TRADING, LLC|||Y|N|Y|Y
SPNN|P|SPARTAN CAPITAL SECURITIES, LLC|||N|Y|N|N
SPNT|P|SEVEN POINTS CAPITAL, LLC|||N|Y|N|N
SPOT|P|SPOT TRADING L.L.C.|||N|N|N|N
SPRC|P|SPARTAN CAPITAL SECURITIES, LLC|||N|Y|N|N
SPTC|P|SEVEN POINTS CAPITAL, LLC|||N|Y|N|N
SPTD|P|MINT GLOBAL MARKETS, INC.||877-773-3357|Y|Y|N|N
SPTS|P|SEVEN POINTS CAPITAL, LLC|||N|Y|N|N
SPTW|P|Strasbourger Pearson Tulcin Wolff Incorporated|||N|N|N|N
SPWI|N|SPENCER-WINSTON SECURITIES CORPORATION|NEW YORK|212-840-2444|N|Y|N|N
SPYG|P|SPYGLASS SECURITIES, LLC|||N|N|N|N
SQTF|P|SQT TRADING, LLC|||N|N|N|N
SRAM|M|Samco Capital Markets, Inc.|TRADING DESK|214-765-1463|N|Y|N|N
SREX|P|SPIDERROCK EXS, LLC|||Y|Y|N|N
SRNA|P|SARNA FINANCE LLC|||N|Y|N|N
SRPR|N|SRM Securities, Incorporated|NASDAQ TRADING|310-551-1624|N|N|N|N
SSBS|O|STATE STREET GLOBAL MARKETS, LLC|BOSTON, MA|617-664-1800|Y|Y|Y|N
SSBT|P|STATE STREET GLOBAL MARKETS, LLC|||Y|Y|Y|N
SSCO|N|Safra Securities Corporation|NEW YORK, NY|212-704-5500|N|Y|N|N
SSEI|P|SEI Investments Distribution Co.|||N|Y|N|N
SSET|N|SUNSET FINANCIAL SERVICES, INC.|||N|Y|N|N
SSGC|O|FLAGSTAR ADVISORS|NEW YORK, NY|646-822-1451|N|Y|N|N
SSGI|M|Seton Securities Group, Inc.|NASDAQ TRADING|732-739-3800|N|N|N|N
SSGI|M|Seton Securities Group, Inc.|OTCBB AND PINKS|732-739-3800|N|N|N|N
SSGM|P|STATE STREET GLOBAL MARKETS, LLC|||Y|Y|Y|N
SSGR|P|Shareholders Service Group, LLC|||N|Y|N|N
SSGT|P|STEWARD SECURITIES GROUP LLC|||N|Y|N|N
SSIN|P|SunTrust Investment Services, Inc.||404-724-3577|N|Y|N|N
SSLL|P|STATE STREET GLOBAL MARKETS, LLC|||Y|Y|Y|N
SSNE|P|SANTANDER SECURITIES|||N|Y|N|N
SSNG|N|SISUNG SECURITIES CORPORATION|NASDAQ TRADING|504-544-7700|N|Y|N|N
SSNY|P|Samsung Securities (America), Inc.|||N|Y|N|N
SSPT|P|Spring Street Partners LP|||N|N|N|N
SSTS|P|SIXTEEN SECURITIES, INC.|||N|Y|N|N
SSUS|N|SUSQUEHANNA SECURITIES|||Y|N|Y|N
STAD|N|Equitable Advisors, Inc.|||N|N|N|N
STAF|M|TD Professional Execution, Inc.|CHICAGO, IL|312-294-4484|N|N|N|N
STBD|P|Starboard Capital Markets, LLC|||N|N|N|N
STEN|P|STARTENGINE PRIMARY LLC|||N|Y|N|N
STEP|P|FERRETTI GROUP, INC.|Trade Desk|212-509-0870|N|Y|N|N
STFC|P|Stuart Frankel & Co., Incorporated||212-943-8787|Y|Y|N|N
STFG|M|Stanford Group Company|TRADING DESK New York|212-372-6310|N|N|N|N
STFG|M|Stanford Group Company|Toll-Free|888-372-6359|N|N|N|N
STFL|M|Stifel, Nicolaus & Company, Incorporated|BONDS|314-342-2107|Y|Y|N|N
STFL|M|Stifel, Nicolaus & Company, Incorporated|BONDS|800-359-6889|Y|Y|N|N
STFL|M|Stifel, Nicolaus & Company, Incorporated|ST.LOUIS, MO.|800-776-6821|Y|Y|N|N
STFL|M|Stifel, Nicolaus & Company, Incorporated|DENVER, CO|888-407-4477|Y|Y|N|N
STFL|M|Stifel, Nicolaus & Company, Incorporated|Baltimore|888-682-0300|Y|Y|N|N
STFL|M|Stifel, Nicolaus & Company, Incorporated|New Jersey|973-549-4200|Y|Y|N|N
STFL|M|Stifel, Nicolaus & Company, Incorporated|Baltimore|410-246-2775|Y|Y|N|N
STFX|P|STIFEL, NICOLAUS & COMPANY, INCORPORATED|||Y|Y|N|N
STGC|N|STERLING, GRACE MUNICIPAL SECURITIES CORPORATION|||N|Y|N|N
STGI|M|STG Secure Trading Group, Inc.|Main Number|561-988- 6320|N|N|N|N
STGI|M|STG Secure Trading Group, Inc.|Trading|561-314-8037|N|N|N|N
STGR|O|STG Secure Trading Group, Inc.|MIAMI, FL|561-988-6320|N|N|N|N
STGS|P|STONEGATE CAPITAL MARKETS, INC.|NASDAQ TRADING|214-871-8900|N|Y|N|N
STHA|P|StormHarbour Securities, LLC|||N|N|N|N
STHR|P|STORMHARBOUR SECURITIES, LLC|||N|N|N|N
STKP|P|STOCKPILE INVESTMENTS, INC.|||N|Y|N|N
STNE|O|Stone Securities Corporation|TRADING|617-248-0353|N|N|N|N
STNH|P|Stonehaven, LLC|||N|Y|N|N
STNY|N|Standard New York Securities, Inc.|NEW YORK, NY|212-752-1726|N|Y|N|N
STNY|N|Standard New York Securities, Inc.||800-782-8723|N|Y|N|N
STOK|O|The Stock Market (O/E)|LOS ANGELES  CA|310-577-7460|N|N|N|N
STOX|P|Muriel Siebert & Co, Inc|||Y|Y|N|N
STRD|P|Schonfeld Securities, LLC|||N|N|N|N
STRM|P|LiquidNet, Inc.|||Y|Y|N|N
STRS|P|STRATEGAS RESEARCH PARTNERS|||N|Y|N|N
STSV|P|TRADEPRO SECURITES,INC.|||Y|Y|Y|Y
STTT|P|STATETRUST INVESTMENTS INC.|||N|Y|N|N
STUR|P|Sturdivant & Co. Inc|||N|Y|N|N
STVT|N|Standard Investment Chartered Incorporated|CHINO HILLS, CA|909-590-2199|N|N|N|N
STXG|P|Muriel Siebert & Co, Inc|Office|800-993-2055|Y|Y|N|N
STXW|P|SA STONE WEALTH MANAGEMENT INC.|||N|Y|N|N
STYO|P|Stone & Youngberg LLC|NASDAQ/OTCBB|415.445.2617|N|N|N|N
STYO|P|Stone & Youngberg LLC|NASDAQ/OTCBB Backup|415.445.2638|N|N|N|N
STYO|P|Stone & Youngberg LLC|Corporate Bonds|415.445.2300|N|N|N|N
STYO|P|Stone & Youngberg LLC|Preferred|212-497-7134|N|N|N|N
STYO|P|Stone & Youngberg LLC|San Francisco Office|415-445-2300|N|N|N|N
SUFI|M|Susquehanna Financial Group, LLP||800-825-9550|Y|Y|Y|N
SUFI|M|Susquehanna Financial Group, LLP|NASDAQ Trading|610-617-2999|Y|Y|Y|N
SUFI|M|Susquehanna Financial Group, LLP|CONVERTIBLES DESK|610-617-2802|Y|Y|Y|N
SUFI|M|Susquehanna Financial Group, LLP|OTCBB|888-840-0036|Y|Y|Y|N
SUMC|M|Landmark Investment Group, Inc|||N|N|N|N
SUMI|P|SMBC NIKKO SECURITIES AMERICA, INC.|||N|Y|N|N
SUMM|P|Custom Equity Research, Inc.|||N|N|N|N
SUMS|P|Summit Securities Group LLC|||N|N|N|N
SUMX|P|SUMO CAPITAL, LLC|||N|N|N|N
SUNB|P|FIS BROKERAGE & SECURITIES SERVICES LLC|TRADING DESK|630-482-5105|N|Y|N|N
SUND|P|Sound Securities, LLC|TRADING|516-393-2690|N|N|N|N
SUNS|P|UMB DISTRIBUTION SERVICES, LLC|||N|Y|N|N
SUNT|P|HRT EXECUTION SERVICES LLC|||N|Y|N|N
SUNX|P|ABN Amro Clearing LLC|||Y|Y|Y|Y
SUPR|M|Nasdaq System Symbol/SUPR/800084||N/A|N|N|N|N
SUPS|O|Supertrade Securities, Inc.|||N|N|N|N
SUSQ|M|SAL EQUITY TRADING, GP|BALA CYNWYD, PA|800-825-9550|N|Y|N|N
SUSQ|M|SAL EQUITY TRADING, GP|NASDAQ TRADING|800-825-9550|N|Y|N|N
SUSQ|M|SAL EQUITY TRADING, GP|CONVERTIBLES DESK|800-825-9550|N|Y|N|N
SUSQ|M|SAL EQUITY TRADING, GP|OTCBB|888-840-0036|N|Y|N|N
SUST|P|SUNSTREET SECURITIES, LLC|||N|Y|N|N
SUTR|N|Sutro & Co. Incorporated|||N|N|N|N
SUTT|N|SUTTER SECURITIES INCORPORATED|||N|Y|N|N
SVBS|P|LEERINK PARTNERS, LLC|||Y|Y|N|N
SVPB|P|SECUREVEST FINANCIAL GROUP|||N|Y|N|N
SWBC|P|SWBC Investment Services, LLC|||N|Y|N|N
SWCO|N|Schroder & Co. Inc.|||N|N|N|N
SWIM|P|TD Ameritrade, Inc.|||N|Y|N|N
SWIS|N|Swiss American Securities Inc.|NEW YORK, N.Y.|212-612-8705|N|N|N|N
SWRB|P|Swiss American Securities Inc.|||N|N|N|N
SWSS|P|SANCTUARY SECURITIES, INC.|||N|Y|N|N
SWST|P|Hilltop Securities Inc.|DALLAS, TX|800-527-7655|Y|Y|N|N
SWST|P|Hilltop Securities Inc.|AGCY DESK|214-859-1080|Y|Y|N|N
SWST|P|Hilltop Securities Inc.|LISTED TRADING|214-859-1080|Y|Y|N|N
SWSW|N|S.W. Bach & Company|||N|N|N|N
SXTD|P|SIMPLEX TRADING, LLC|||Y|N|Y|Y
SYCA|P|Syndicated Capital, Inc.|||N|Y|N|N
SZZI|P|Stofan, Agazzi & Company, Inc.|||N|N|N|N
TAAI|P|THOMAS ANTHONY & ASSOCIATES , INC.|||N|N|N|N
TAGB|P|TAGLICH BROTHERS, INC.|||N|Y|N|N
TAGC|P|TELSEY ADVISORY GROUP LLC|||Y|Y|N|N
TAGD|O|TELSEY ADVISORY GROUP LLC|||Y|Y|N|N
TAGS|N|Taglich Brothers, D'Amadeo, Wagner & Co., Inc.|||N|Y|N|N
TAIG|P|Geoffrey Richards Securities Corp.|||N|N|N|N
TAIQ|P|THINK ALPHA SECURITIES, LLC|||N|Y|N|N
TAMT|P|TITLEIST ASSET MANAGEMENT, LTD.|||N|Y|N|N
TARP|N|Tarpon Scurry Investments, Inc.|||N|N|N|N
TASS|M|Texlark Securities, LLC|||N|N|N|N
TBGO|P|TRADING BLOCK|||N|Y|N|N
TBIA|P|Tradier Brokerage, Inc.|||N|Y|N|N
TBIS|P|Tradier Brokerage, Inc.|||N|Y|N|N
TBLK|P|TRADING BLOCK|||N|Y|N|N
TBRO|P|TUOHY BROTHERS INVESTMENT RESEARCH, INC.|||N|Y|N|N
TBSC|P|3 BRIDGES SECURITIES|||N|N|N|N
TCAN|N|Gemisys Securities Corporation|||N|N|N|N
TCBI|P|TCBI SECURITIES, INC.|||N|Y|N|N
TCBR|P|TC2000 BROKERAGE, INC.|||N|Y|N|N
TCCO|P|TJM Investments, LLC|||N|Y|N|N
TCCP|P|TJM INVESTMENTS, LLC|||N|Y|N|N
TCCU|P|Tristone Capital Co.|||N|N|N|N
TCEG|O|The Concord Equity Group,  LLC|LAURENCE HARBOR, NJ|N/A|N|N|N|N
TCEG|O|The Concord Equity Group,  LLC|NASDAQ/OTCBB TRADING|732-203-0187|N|N|N|N
TCEX|P|The Concord Equity Group, LLC|||N|N|N|N
TCPX|P|Toussaint Capital Partners, LLC|||N|N|N|N
TCSC|P|Trade Center Securities Corp.|||N|N|N|N
TCTC|P|Civilian Capital, Inc.|||N|N|N|N
TDAM|P|FD de Leeuw & Associates, Trade Desk America|||N|N|N|N
TDAR|O|TD Ameritrade, Inc.|||N|Y|N|N
TDCM|M|TD Waterhouse Capital Markets, Inc.|OTC TRADING|201-369-8830|N|N|N|N
TDCM|M|TD Waterhouse Capital Markets, Inc.|BULLETIN BOARD|201-369-8889|N|N|N|N
TDCM|M|TD Waterhouse Capital Markets, Inc.|BULLETIN BOARD|800-500-3905|N|N|N|N
TDCM|M|TD Waterhouse Capital Markets, Inc.|DEALER/INST SALES|201-369-1000|N|N|N|N
TDCM|M|TD Waterhouse Capital Markets, Inc.|DEALER/INST SALES|800-369-5775|N|N|N|N
TDCO|M|Thompson Davis & Co., Inc.|TRADING|804-643-1295|N|Y|N|N
TDED|P|TD SECURITIES (USA) LLC|||Y|Y|N|N
TDFS|P|TRADERFIELD SECURITIES INC.|||N|Y|N|N
TDFV|P|TRADERFIELD SECURITIES INC.|||N|Y|N|N
tdmp|P|TD SECURITIES AUTOMATED TRADING LLC|||N|Y|N|N
TDNF|P|TD SECURITIES (USA) LLC|||Y|Y|N|N
TDPA|P|TD Securities (USA) LLC|||Y|Y|N|N
TDPS|P|TD SECURITIES (USA) LLC|||Y|Y|N|N
TDPX|P|TD Professional Execution, Inc.|||N|N|N|N
TDSI|M|TD Securities (USA) LLC|NASDAQ TRADING|800-775-4755|Y|Y|N|N
TDSI|M|TD Securities (USA) LLC||212-827-7392|Y|Y|N|N
TERA|P|Genworth Financial Securities Corporation|||N|Y|N|N
TESA|P|DOUGALL & ASSOCIATES INC.|||N|N|N|N
TEST|N|NASDAQ - SYSTEM SYMBOL|||N|N|N|N
TFAI|P|TRANSAMERICA FINANCIAL ADVISORS, INC.|||N|Y|N|N
TFAS|P|TRADITION ASIEL SECURITIES INC.|||Y|Y|N|N
TFSC|N|Twenty-First Securities Corporation|NASDAQ TRADING|212-308-4626|Y|Y|N|N
TFSD|P|TRADITION SECURITIES AND DERIVATIVES INC|||Y|Y|N|N
TFSL|N|TECKMEYER FINANCIAL SERVICES, L.L.C.|||N|Y|N|N
THEM|N|Themis Trading LLC||973-665-9600|N|Y|N|N
THIM|N|Thieme Securities, Inc.|||N|N|N|N
THOR|P|REALIZED FINANCIAL, INC.|||N|Y|N|N
THRC|P|Thor Capital LLC|||N|N|N|N
THRD|P|THIRD SEVEN CAPITAL LLC|||N|Y|N|N
TIAC|P|TRIAD SECURITIES CORP|NEW YORK NY|212-349-8060|Y|Y|N|N
TIAD|O|Triad Securities Corp|NEW YORK  NY|212-349-8060|Y|Y|N|N
TIAN|P|TRIAD SECURITIES CORP|||Y|Y|N|N
TIBS|P|Telemus Investment Brokers, LLC|||N|N|N|N
TICK|N|Summit Trading, Inc.|||N|N|N|N
TIED|O|E*Trade Securities LLC|NEW YORK, NY|212-826-6868|Y|Y|N|N
TIGC|P|Nelsonreid, Inc.|||N|N|N|N
TIGE|P|US TIGER SECURITIES, INC.|||Y|Y|N|N
TIGR|P|TIGRESS FINANCIAL PARTNERS, LLC|||N|Y|N|N
TIMC|N|TIMECAPITAL SECURITIES CORPORATION|||N|Y|N|N
TIME|O|Investscape Inc.|FARMINGTON HILLS, MI|248-306-6688|N|N|N|N
TIRE|P|JUMP TRADING, LLC|||Y|N|Y|Y
TITL|P|TITLEIST CAPITAL, LLC|||N|Y|N|N
TITN|P|Titan Trading Services, LLC|||N|N|N|N
TJMI|P|TJM Investments, LLC|CHICAGO, IL|312-432-5110|N|Y|N|N
TJMP|P|Jump Trading, LLC|||Y|N|Y|Y
TJMS|P|TJM INVESTMENTS, LLC|||N|Y|N|N
TJMT|P|TJM INVESTMENTS, LLC|||N|Y|N|N
TKCO|O|Trautman Wasserman & Company, Inc.|NEW YORK  NY|212-575-6653|N|N|N|N
TKCO|O|Trautman Wasserman & Company, Inc.|NASDAQ TRADING|212-575-6652|N|N|N|N
TKEG|P|The Keystone Equities Group, L.P.|||N|N|N|N
TKNG|P|ALLY INVEST SECURITIES LLC|||N|Y|N|N
TLIB|M|Tullett Liberty Securities Inc.|NEW YORK, NY|212-402-5000|Y|Y|N|N
TLIB|M|Tullett Liberty Securities Inc.|TRADING|646-885-1257|Y|Y|N|N
TLIB|M|Tullett Liberty Securities Inc.|OTCBB|646-885-1258|Y|Y|N|N
TLSA|P|TRADELINK SECURITIES, LLC|||Y|Y|N|N
TMAS|P|TRADEMAS INC.|||N|Y|N|N
TMBI|N|Thurston, Springer, Miller, Herd & Titak, Inc.|ACT SERVICE DESK|317-581-4000|N|Y|N|N
TMBR|M|IBKR SECURITIES SERVICES LLC|TRADING|203) 618-5845|N|Y|N|N
TMBR|M|IBKR SECURITIES SERVICES LLC|COMPLIANCE|203-618-5863|N|Y|N|N
TMBR|M|IBKR SECURITIES SERVICES LLC|PROGRAMMERS|203-618-5814|N|Y|N|N
TMBR|M|IBKR SECURITIES SERVICES LLC|PROGRAMMERS|203-618-5889|N|Y|N|N
TMBS|P|TRADITION ASIEL SECURITIES INC.|||Y|Y|N|N
TMCD|P|Thomas McDonald Partners, LLC|||N|Y|N|N
TMDM|P|Trading Machines LLC|||N|N|N|N
TMES|P|Times Securities, Inc.|||N|N|N|N
TMIN|P|TRADITION SECURITIES AND DERIVATIVES INC|||Y|Y|N|N
TMON|P|OPTIONSHOUSE|||N|N|N|N
TMPO|N|Tempo Securities Corporation|||N|N|N|N
TNFS|P|True North Financial Services, Inc.|||N|N|N|N
TNIS|P|Terra Nova Financial, LLC|||N|N|N|N
TNTS|O|Terra Nova Trading, L.L.C.|||N|N|N|N
TOBI|P|Tobias Bros. Inc.|||N|N|N|N
TOCA|P|TORINO CAPITAL LLC|||N|Y|N|N
TOCQ|N|Lepercq, De Neuflize/Tocqueville Securities, L.P.|NASDAQ TRADING|212-698-0856|N|Y|N|N
TONC|P|DRIVEWEALTH INSTITUTIONAL LLC|||Y|Y|N|N
TONE|P|2021 Capital||1-262-442-8459|N|Y|N|N
TOOL|N|NASDAQ Trading Applications Team Test|||N|N|N|N
TORB|P|TOR BROKERAGE LLC|||N|Y|N|N
TORE|P|Tore Services, LLC|||N|N|N|N
TORI|P|TORINO CAPITAL LLC|||N|Y|N|N
TORO|N|VALDES & MORENO, INC.|NASDAQ TRADING|816-455-7200|N|Y|N|N
TORR|P|TORA TRADING SERVICES, LLC|||N|Y|N|N
TORS|O|Trend Trader, LLC|SCOTTSDALE, AZ|602-948-1146|N|N|N|N
TORY|M|Torrey Pines Securities, Inc.|SOLANA BEACH  CA|858-259-9921|N|N|N|N
TORY|M|Torrey Pines Securities, Inc.|NASDAQ/OTCBB TRADING|800-688-8670|N|N|N|N
TORY|M|Torrey Pines Securities, Inc.||858-259-9939|N|N|N|N
TORY|M|Torrey Pines Securities, Inc.|INSTITUTIONAL TRDG|800-456-8679|N|N|N|N
TORY|M|Torrey Pines Securities, Inc.|PHONE PROBLEM LINE|858-259-9939|N|N|N|N
TORY|M|Torrey Pines Securities, Inc.|PHONE PROBLRM LINE|858-259-9921|N|N|N|N
TOSI|P|Thinkorswim, Inc.|||N|N|N|N
TOUR|P|TOURMALINE PARTNERS, LLC|||N|Y|N|N
TPCD|P|TP ICAP Global Markets Americas LLC|||Y|Y|N|N
TPCP|P|Pritchard Capital Partners, LLC|COVINGTON, LA|504-809-7000|N|N|N|N
TPMR|N|Tradepmr Inc.|||N|Y|N|N
TPMX|P|TOWER PRINCIPAL MARKETS LLC|||Y|Y|Y|Y
TPOT|P|TULLETT PREBON FINANCIAL SERVICES LLC|||Y|Y|N|N
TPRI|P|TPR Investments, L.P.|||N|N|N|N
TPRO|P|Tradepro Securities,Inc.|||Y|Y|Y|Y
TPSC|P|CHICAGO SECURITIES CORP.|||N|N|N|N
TPTG|P|CASH APP INVESTING LLC|||N|Y|N|N
TPVC|P|Tradepro Securities,Inc.|||Y|Y|Y|Y
TRAD|O|Tradestation Securities, Inc.|||Y|Y|Y|N
TRAO|C|TRACK ECN|||N|N|N|N
TRAT|P|Track (ECN)|||N|N|N|N
TRAU|C|TRACK ECN|||N|N|N|N
TRBT|P|Tradebot Systems, Inc.|||Y|N|Y|Y
TRCJ|P|TRC MARKETS LLC|||Y|Y|Y|Y
TRCM|P|TRC MARKETS LLC|||Y|Y|Y|Y
TRCX|P|TRC MARKETS LLC|||Y|Y|Y|Y
TRDT|O|Trident Securities, Inc.|NASDAQ TRADING|800-340-6355|N|N|N|N
TRDT|O|Trident Securities, Inc.|ATLANTA, GA|404-495-2050|N|N|N|N
TRDW|O|Grossman & Co., LLC|DIX HILLS  NY|631-242-0603|N|N|N|N
TRDW|O|Grossman & Co., LLC|NASDAQ TRADING|407-648-4898|N|N|N|N
TREK|O|Tradetrek Securities, LLC|||N|N|N|N
TREX|P|DINOSAUR FINANCIAL GROUP, L.L.C|||Y|Y|N|N
TRFI|P|Tradewinds Financial Group Incorporated|||N|N|N|N
TRGS|P|The Robins Group LLC|||N|N|N|N
TRIB|P|TRIBAL CAPITAL MARKETS, LLC|||Y|Y|N|N
TRIN|N|Triangle Securities, LLC|||N|N|N|N
TRIP|P|Trident Partners Ltd.|||N|Y|N|N
TRLN|M|Tradelink Securities, LLC|CHICAGO, IL|312-264-2183|Y|Y|N|N
TRMS|P|TERMINUS SECURITIES, LLC|||N|N|N|N
TRNK|O|Tradelink Securities, LLC|||Y|Y|N|N
TRNS|N|LOMBARD ODIER TRANSATLANTIC LIMITED|NASDAQ TRADING|212-431-6041|N|Y|N|N
TRNX|P|TRINIX SECURITIES LLC|||N|N|N|N
TRPP|N|Tripp & Co., Inc.|NEW YORK NY|212-608-6081|N|N|N|N
TRRT|O|Traderight Securities|||N|N|N|N
TRSC|P|TRANSCEND CAPITAL|||N|N|N|N
TRSD|O|Transcend Capital, LP|AUSTIN, TX|512-485-3140|N|N|N|N
TRSK|P|TRANSCEND CAPITAL, LP|||N|N|N|N
TRSL|P|Traderight Securities|||N|N|N|N
TRTR|O|Tradelink Securities, LLC|||Y|Y|N|N
TRUB|N|Trubee, Collins & Co., Inc.|NASDAQ TRADING|716-849-1401|N|Y|N|N
TRUE|N|Aletheia Securities, Inc.|||N|N|N|N
TRUM|P|Triune Capital Advisors LLC|||N|N|N|N
TRUX|P|Triune Capital Advisors LLC|||N|N|N|N
TRWN|M|T.R. Winston & Company, LLC|BEDMINSTER  NJ|908-234-9600|Y|Y|N|N
TRYN|P|First Tryon Securities, LLC|||N|Y|N|N
TSBX|P|JUSTLY MARKETS LLC|||N|Y|N|N
TSCD|P|THE STURGES COMPANY|||N|Y|N|N
TSEC|P|Thomas Group Capital|||N|N|N|N
TSFA|P|THE STRATEGIC FINANCIAL ALLIANCE, INC.|||N|Y|N|N
TSII|P|Tradestar Investments, Inc.|||N|N|N|N
TSPI|P|T.S. PHILLIPS INVESTMENTS, INC.|||N|Y|N|N
TSRV|N|Trading Services Group, Inc.|||N|Y|N|N
TSSM|P|TWO SIGMA SECURITIES, LLC|||Y|Y|Y|Y
TTAL|P|TIBRA TRADING AMERICA LLC|||N|N|N|N
TTLE|P|Park Financial Group, Inc.|||N|N|N|N
TTON|P|Teton Investment Partners LLC|||N|N|N|N
TTRD|N|Tech-Trade Capital LLC|||N|N|N|N
TTSI|P|OPEN TO THE PUBLIC INVESTING, INC.|||N|Y|N|N
TTST|P|OPEN TO THE PUBLIC INVESTING, INC.|||N|Y|N|N
TTTG|P|T3 TRADING GROUP, LLC|||N|Y|N|N
TTTI|P|T3 Trading Group, LLC|||N|Y|N|N
TTTT|P|T3 TRADING GROUP, LLC|||N|Y|N|N
TTUC|P|DRIVEWEALTH INSTITUTIONAL LLC|Trading Desk|646-943-5420|Y|Y|N|N
TUNA|N|Bluefin Research Partners, Inc.|||N|Y|N|N
TWDA|P|TRADEWEB DIRECT LLC|||N|Y|N|N
TWDI|P|TRADEWEB DIRECT LLC|||N|Y|N|N
TWDP|P|TRADEWEB DIRECT LLC|||N|Y|N|N
TWDR|P|TRADEWEB DIRECT LLC|||N|Y|N|N
TWDS|M|TRADEWEB DIRECT LLC|||N|Y|N|N
TWEE|N|Tweedy, Browne Company LLC|NEW YORK, NY|212-916-0606|N|N|N|N
TWGR|P|Tradewire Securities LLC|||N|N|N|N
TWIT|P|ST INVEST LLC|||N|Y|N|N
TWPL|O|Stifel, Nicolaus & Company, Incorporated|SAN FRANCISCO|415-364-2800|Y|Y|N|N
TWSE|P|Tradewire Securities LLC|||N|N|N|N
TWSF|P|TWS FINANCIAL, LLC.|||N|N|N|N
TWTT|P|TASTYTRADE, INC.|||N|Y|N|N
TWXS|P|TRADEWORX SECURITIES LLC|||N|Y|N|N
TYLO|N|DOUGALL & ASSOCIATES INC.|NASDAQ TRADING|312-346-1066|N|N|N|N
TZAT|P|TZERO ATS, LLC|||N|Y|N|N
TZER|P|TRADEZERO AMERICA, INC.|||Y|Y|Y|N
TZRA|P|TZERO ATS, LLC|||N|Y|N|N
TZRO|P|Arive Capital Markets LLC|||N|Y|N|N
TZTA|P|303 ALTERNATIVES, LLC|||N|Y|N|N
UBSA|P|UBS SECURITIES LLC|||Y|Y|Y|Y
UBSB|P|UBS Securities LLC|||Y|Y|Y|Y
UBSC|P|UBS Securities LLC|||Y|Y|Y|Y
UBSG|M|UBS Securities LLC|||Y|Y|Y|Y
UBSI|N|UNITED BROKERAGE SERVICES, INC|BARKERSBURG, WV|304-426-8770|N|Y|N|N
UBSK|P|UBS Securities LLC|||Y|Y|Y|Y
UBSS|M|UBS Securities LLC|TRADING DEPARTMENT|203-719-7400|Y|Y|Y|Y
UBSS|M|UBS Securities LLC|OTCBB/PINKSHEETS|203-719-8710|Y|Y|Y|Y
UBST|P|UBS Securities, LLC|||Y|Y|Y|Y
UBSW|M|UBS Securities, LLC|TRADING DEPT|203-719-7400|Y|Y|Y|Y
UBSW|M|UBS Securities, LLC|INTL TRADING|203-719-6950|Y|Y|Y|Y
UBSW|M|UBS Securities, LLC|AGENCY TRADING|203-719-7600|Y|Y|Y|Y
UBSX|O|UBS Securities LLC|||Y|Y|Y|Y
UBUY|P|Peak Securities Corp.|||N|N|N|N
UCAP|P|UCAPAMERICAS|||N|Y|N|N
UCHN|O|Urchin Capital Partners, LLC|||N|N|N|N
UCMI|P|UNITED CAPITAL MARKETS, INC.|||N|Y|N|N
UCML|P|UNITED CAPITAL MARKETS, INC.|||N|Y|N|N
UCPL|N|Utendahl Capital Partners, L.P.|||N|N|N|N
UFPA|P|UNITED FIRST PARTNERS LLC|||N|Y|N|N
UFPF|P|UNITED FIRST PARTNERS LLC|||N|Y|N|N
UFPO|P|UNITED FIRST PARTNERS LLC|||N|Y|N|N
UGAM|P|CBRE SECURITIES, LLC|||N|Y|N|N
UHLM|N|Uhlmann Price Securities, LLC|||N|Y|N|N
UMBF|P|UMB FINANCIAL SERVICES, INC.|||N|Y|N|N
UMTB|P|UMTB SECURITIES INC|||N|N|N|N
UNEX|P|DIRECT ACCESS PARTNERS LLC|||N|N|N|N
UNIS|P|UNIVEST SECURITIES, LLC|||N|Y|N|N
UNIV|N|UNIVEST SECURITIES, LLC|NEW YORK, NY|212-219-3815|N|Y|N|N
UOFM|P|University of Miami - Finance Department|||N|N|N|N
UPLN|N|United Planners' Financial Services of America A Limited Partner|SCOTTSDALE, AZ|602-991-0225|N|Y|N|N
USAA|P|USAA INVESTMENTS SERVICES COMPANY|SAN ANTONIO, TX|800-531-8294|N|Y|N|N
USCA|P|USCA Securities LLC|||N|Y|N|N
USEC|P|UNIVEST SECURITIES, LLC|||N|Y|N|N
